company,links,address,telephone,email,open,description,contacts,Cod_Fiscal,product_service,key_words,activity,service_area,opening_hours,payment_method,company_logo,photo_and_vid_gallary
ENGINEERING 2B SRL,https://www.paginiaurii.ro//companii/PIATRA+NEAM%C5%A2/L4315927/ENGINEERING+2B+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
GABYRO PRODEXIM S.R.L.,"https://www.paginiaurii.ro//companii/Sector+6,+BUCURE%C5%9ETI/L4448904/GABYRO+PRODEXIM+S.R.L./","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
CENTRUL DE EXCELENŢĂ LEADER COACH,https://www.paginiaurii.ro//companii/BUCURE%C5%9ETI/L4471403/CENTRUL+DE+EXCELEN%C5%A2%C4%82+LEADER+COACH/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
ELAVERLY SERVICES S.R.L.,https://www.paginiaurii.ro//companii/BRAGADIRU/L6253783/ELAVERLY+SERVICES+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
RBS,https://www.paginiaurii.ro//companii/PITE%C5%9ETI/L4537855/RBS/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
DTS STRATEGIES&SOLUTIONS,https://www.paginiaurii.ro//companii/BUCURE%C5%9ETI/L4448925/DTS+STRATEGIES%26SOLUTIONS/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
CNOBLOCH CONSULTING,"https://www.paginiaurii.ro//companii/Sector+4,+BUCURE%C5%9ETI/L4320580/CNOBLOCH+CONSULTING/","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
BICORA CONSULTING,https://www.paginiaurii.ro//companii/GALA%C5%A2I/L4418537/BICORA+CONSULTING/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
RCI GRUP,https://www.paginiaurii.ro//companii/BUCURE%C5%9ETI/L4434688/RCI+GRUP/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
CENTRUL DE CONSULTANŢĂ ÎN MANAGEMENT PENTRU IMM,https://www.paginiaurii.ro//companii/IA%C5%9EI/L4325489/CENTRUL+DE+CONSULTAN%C5%A2%C4%82+%C3%8EN+MANAGEMENT+PENTRU+IMM/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
DURENDAL S.R.L.,https://www.paginiaurii.ro//companii/PIATRA+NEAM%C5%A2/L4398901/DURENDAL+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
PRIMKER SRL,https://www.paginiaurii.ro//companii/CLUJ-NAPOCA/L4527628/PRIMKER+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
CENTRUL JUD. DE DEZV. A RESURSELOR UMANE ÎN IMM,https://www.paginiaurii.ro//companii/ALBA+IULIA/L4336333/CENTRUL+JUD.+DE+DEZV.+A+RESURSELOR+UMANE+%C3%8EN+IMM/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
A.M.C. CONSULTING INTERNATIONAL SRL,"https://www.paginiaurii.ro//companii/5,+BUCURE%C5%9ETI/L4462253/A.M.C.+CONSULTING+INTERNATIONAL+SRL/","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
MORASSI CONSULTING S.R.L.,https://www.paginiaurii.ro//companii/BUCURE%C5%9ETI/L4308699/MORASSI+CONSULTING+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
AHEAD BUSINESS CONSULTING S.R.L.,https://www.paginiaurii.ro//companii/INEU/L4329880/AHEAD+BUSINESS+CONSULTING+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
RALARES CONSULT S.R.L.,https://www.paginiaurii.ro//companii/GALA%C5%A2I/L4398648/RALARES+CONSULT+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
PROREAL S.R.L.,https://www.paginiaurii.ro//companii/CLUJ-NAPOCA/L4307294/PROREAL+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
SINERGIS S.R.L.,https://www.paginiaurii.ro//companii/IA%C5%9EI/L4389468/SINERGIS+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
MARKET SCOPE,"https://www.paginiaurii.ro//companii/Sector+2,+BUCURE%C5%9ETI/L4322797/MARKET+SCOPE/","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
GLOBAL SERVICE GROUP S.R.L.,"https://www.paginiaurii.ro//companii/Sector+3,+BUCURE%C5%9ETI/L4480016/GLOBAL+SERVICE+GROUP+S.R.L./","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
"A.M,QUALITY S.R.L.","https://www.paginiaurii.ro//companii/CRAIOVA/L4397195/A.M,QUALITY+S.R.L./","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
THINKBIG INTERNATIONAL SRL,"https://www.paginiaurii.ro//companii/2,+BUCURE%C5%9ETI/L4325902/THINKBIG+INTERNATIONAL+SRL/","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
ACCESS CONSULT&MANAGEMENT S.R.L.,https://www.paginiaurii.ro//companii/FOC%C5%9EANI/L4458269/ACCESS+CONSULT%26MANAGEMENT+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
MARKA PREST S.R.L.,https://www.paginiaurii.ro//companii/SATU+MARE/L4482545/MARKA+PREST+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
KUHN & PARTNER ROMANIA SRL,https://www.paginiaurii.ro//companii/ORADEA/L4460281/KUHN+%26+PARTNER+ROMANIA+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
SMITH&SMITH,https://www.paginiaurii.ro//companii/SIBIU/L4444011/SMITH%26SMITH/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
MONDIALEX A & C DISTRIBUTION S.R.L.,https://www.paginiaurii.ro//companii/PITE%C5%9ETI/L6027402/MONDIALEX+A+%26+C+DISTRIBUTION+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
BENEFIT CONSULT,"https://www.paginiaurii.ro//companii/Sector+2,+BUCURE%C5%9ETI/L4328319/BENEFIT+CONSULT/","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
